"","recipe","Source","Page","Type","Cuisine","diet","Ingredients","makeability","Needed"
"291","classic baked ziti","The Food Lab",746,"meal","mediterranean","Vegetarian","<span style='color: #458B00;'>pasta</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>dried oregano</span>, <span style='color: #458B00;'>basil</span>, <span style='color: #458B00;'>canned whole tomatoes</span>, <span style='color: #CD2626;'>ricotta</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #CD2626;'>heavy cream</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #CD2626;'>mozzerella</span>",5,4
"292","mild lemon olive oil vinaigrette","The Food Lab",781,"dressing","western","Vegan","<span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>dijon mustard</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>olive oil</span>",1,0
"293","mild red wine olive oil vinaigrette","The Food Lab",781,"dressing","western","Vegan","<span style='color: #458B00;'>red wine vinegar</span>, <span style='color: #458B00;'>dijon mustard</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>olive oil</span>",1,0
"294","spring vegetable salad","The Food Lab",783,"salad","western","Vegan","<span style='color: #CD2626;'>brussels sprouts</span> or <span style='color: #CD2626;'>fava beans</span> or <span style='color: #458B00;'>lemon</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #458B00;'>frozen peas</span>, <span style='color: #CD2626;'>snap peas</span>, <span style='color: #CD2626;'>sprouts</span> or <span style='color: #CD2626;'>asparagus</span>, <span style='color: #1C86EE;'>mild lemon olive oil vinaigrette</span> or <span style='color: #1C86EE;'>mild red wine olive oil vinaigrette</span>",5,6
"295","fingerling potato salad","The Food Lab",788,"side","western","Vegan","<span style='color: #CD2626;'>fingerling potatoes</span>, <span style='color: #CD2626;'>yukon gold potato</span>, <span style='color: #458B00;'>white wine vinegar</span>, <span style='color: #458B00;'>dijon mustard</span>, <span style='color: #458B00;'>pickle</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>capers</span>, <span style='color: #CD2626;'>celery</span> or <span style='color: #CD2626;'>parsley</span> or <span style='color: #CD2626;'>dill</span>",5,4
"296","arugula and pear salad","The Food Lab",789,"salad","western","Vegetarian","<span style='color: #CD2626;'>pear</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>arugula</span>, <span style='color: #458B00;'>parmesan</span>",5,1
"297","balsamic soy dressing","The Food Lab",790,"dressing","western","Vegan","<span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>balsamic vinegar</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>dijon mustard</span>",1,0
"298","hazelnut vinaigrette","The Food Lab",792,"dressing","western","Vegan","<span style='color: #CD2626;'>hazelnuts</span>, <span style='color: #458B00;'>balsamic vinegar</span>, <span style='color: #458B00;'>dijon mustard</span>, <span style='color: #458B00;'>honey</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #CD2626;'>tarragon</span> or <span style='color: #458B00;'>olive oil</span> or <span style='color: #458B00;'>hazelnut oil</span>, <span style='color: #458B00;'>canola oil</span>",5,2
"299","green bean salad with hazelnut vinaigrette","The Food Lab",792,"salad","western","Vegan","<span style='color: orange;'>red onion</span>, <span style='color: #CD2626;'>green beans</span>, <span style='color: #CD2626;'>hazelnut vinaigrette</span>",5,3
"300","roasted pear salad","The Food Lab",793,"salad","western","Vegetarian","<span style='color: #CD2626;'>pear</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>salad greens</span>, <span style='color: #CD2626;'>hazelnut vinaigrette</span>, <span style='color: #CD2626;'>gorgonzola</span> or <span style='color: #CD2626;'>stilton</span> or <span style='color: #CD2626;'>blue cheese</span>, <span style='color: #458B00;'>pomegranate</span>",5,4
"301","roasted beet and citrus salad","The Food Lab",795,"salad","western","Vegan","<span style='color: #CD2626;'>beets</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #CD2626;'>rosemary</span> or <span style='color: orange;'>thyme</span>, <span style='color: #1C86EE;'>pine nut vinaigrette</span>, <span style='color: #CD2626;'>grapefruit</span> or <span style='color: #458B00;'>orange</span>, <span style='color: #458B00;'>arugula</span>",5,4
"302","pine nut vinaigrette","The Food Lab",795,"dressing","western","Vegan","<span style='color: #458B00;'>sherry vinegar</span>, <span style='color: #458B00;'>agave nectar</span>, <span style='color: #458B00;'>pine nuts</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>walnut oil</span>",1,0
"303","fig and pumpkin seed vinaigrette","The Food Lab",799,"dressing","western","Vegan","<span style='color: #458B00;'>balsamic vinegar</span>, <span style='color: #CD2626;'>fig preserves</span> or <span style='color: #CD2626;'>apricot preserves</span>, <span style='color: #458B00;'>pepitas</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>olive oil</span>",5,1
"304","garlic parmesan croutons","The Food Lab",824,"prep","western","Vegetarian","<span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: orange;'>crusty bread</span>, <span style='color: #458B00;'>parmesan</span>",3,1
"305","marinated kale salad with chickpeas and sumac onions","The Food Lab",827,"salad","western","Vegan","<span style='color: #458B00;'>kale</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: orange;'>red onion</span>, <span style='color: #458B00;'>sumac</span>, <span style='color: #458B00;'>sesame seeds</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>dijon mustard</span>, <span style='color: #458B00;'>canned chickpeas</span>",3,1
"306","three ingredient blue cheese dressing","The Food Lab",832,"dressing","western","Vegetarian","<span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>mayonnaise</span>, <span style='color: #CD2626;'>blue cheese</span>",5,1
"307","chopped greek salad","The Food Lab",837,"salad","mediterranean","Vegetarian","<span style='color: #458B00;'>cucumber</span>, <span style='color: orange;'>red onion</span>, <span style='color: #CD2626;'>bell pepper</span>, <span style='color: #458B00;'>kalamata olives</span>, <span style='color: #CD2626;'>feta</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #1C86EE;'>mild red wine olive oil vinaigrette</span> or <span style='color: #1C86EE;'>mild lemon olive oil vinaigrette</span>",5,5
"308","buttermilk ranch dressing","The Food Lab",843,"dressing","western","Vegetarian","<span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>sour cream</span> or <span style='color: #458B00;'>greek yogurt</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>dijon mustard</span>, <span style='color: #CD2626;'>chives</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #458B00;'>cayenne pepper</span>",5,1
"309","extra crunch chicken fried steak","The Food Lab",874,"main","western","Non-vegetarian","<span style='color: #458B00;'>paprika</span>, <span style='color: #458B00;'>black pepper</span>, <span style='color: #458B00;'>garlic powder</span>, <span style='color: #458B00;'>dried oregano</span>, <span style='color: #458B00;'>cayenne pepper</span>, <span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #CD2626;'>flap meat</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>cornstartch</span>, <span style='color: #458B00;'>baking powder</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>whole milk</span>, <span style='color: #CD2626;'>heavy cream</span>",5,2
"310","extra crunchy fried chicken","The Food Lab",876,"main","western","Non-vegetarian","<span style='color: #458B00;'>paprika</span>, <span style='color: #458B00;'>black pepper</span>, <span style='color: #458B00;'>garlic powder</span>, <span style='color: #458B00;'>dried oregano</span>, <span style='color: #458B00;'>cayenne pepper</span>, <span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>chicken breast</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>cornstartch</span>, <span style='color: #458B00;'>baking powder</span>",1,0
"311","chicken parmesan","The Food Lab",881,"main","western","Non-vegetarian","<span style='color: #458B00;'>chicken breast</span>, <span style='color: #458B00;'>panko</span>, <span style='color: #458B00;'>dried oregano</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #1C86EE;'>red pasta sauce</span>, <span style='color: #CD2626;'>mozzerella</span>, <span style='color: #458B00;'>basil</span>, <span style='color: #CD2626;'>parsley</span>",5,3
"312","perfect easy red sauve","The Food Lab",695,"sauce","mediterranean","Vegetarian","<span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>dried oregano</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>basil</span> or <span style='color: #458B00;'>canned whole tomatoes</span>",1,0
"313","beer battered fried cod","The Food Lab",893,"main","western","Non-vegetarian","<span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>cornstarch</span>, <span style='color: #458B00;'>baking powder</span>, <span style='color: #458B00;'>baking soda</span>, <span style='color: #458B00;'>paprika</span>, <span style='color: #458B00;'>lager</span>, <span style='color: #458B00;'>vodka</span>, <span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>cod</span>",1,0
"314","extra tangy tartar sauce","The Food Lab",894,"sauce","western","Vegan","<span style='color: #458B00;'>mayonnaise</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>capers</span>, <span style='color: #458B00;'>pickle</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #CD2626;'>parsley</span>",5,1
"315","foolproof onion rings","The Food Lab",900,"appetizer","western","Vegan","<span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>cornstarch</span>, <span style='color: #458B00;'>baking powder</span>, <span style='color: #458B00;'>baking soda</span>, <span style='color: #458B00;'>paprika</span>, <span style='color: #458B00;'>lager</span>, <span style='color: #458B00;'>vodka</span>",1,0
"316","tempura vegetables ","The Food Lab",902,"side","asian","Vegetarian","<span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>cornstarch</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>vodka</span>, <span style='color: #CD2626;'>club soda</span>, <span style='color: #458B00;'>carrot</span> or <span style='color: #CD2626;'>green beans</span> or <span style='color: #CD2626;'>eggplant</span> or <span style='color: #CD2626;'>sweet potato</span> or <span style='color: #CD2626;'>mushrooms</span> or <span style='color: #CD2626;'>zucchini</span>",5,1
"317","tempura shrimp with vegetables","The Food Lab",902,"meal","asian","Non-vegetarian","<span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>cornstarch</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>vodka</span>, <span style='color: #CD2626;'>club soda</span>, <span style='color: #458B00;'>carrot</span> or <span style='color: #CD2626;'>green beans</span> or <span style='color: #CD2626;'>eggplant</span> or <span style='color: #CD2626;'>sweet potato</span> or <span style='color: #CD2626;'>mushrooms</span> or <span style='color: #CD2626;'>zucchini</span>, <span style='color: #458B00;'>shrimp</span>",5,1
"318","honey miso mayonnaise","The Food Lab",903,"sauce","asian","Vegetarian","<span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>white miso</span>, <span style='color: #458B00;'>rice wine vinegar</span>, <span style='color: #458B00;'>honey</span>, <span style='color: #458B00;'>vegetable oil</span>",1,0
"319","crunchy oven fries","The Food Lab",915,"side","western","Vegetarian","<span style='color: #458B00;'>russet potato</span>, <span style='color: #458B00;'>white vinegar</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>garlic powder</span>, <span style='color: #458B00;'>paprika</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>cornstarch</span>, <span style='color: #458B00;'>baking powder</span>",1,0
"320","basic crispy potato cake","The Food Lab",135,"main","western","Vegan","<span style='color: #458B00;'>russet potato</span>, <span style='color: #458B00;'>olive oil</span>",1,0
"321","crispy potato, onion, and mushroom cake","The Food Lab",136,"main","western","Vegan","<span style='color: #458B00;'>russet potato</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #CD2626;'>mushrooms</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: orange;'>thyme</span>",5,2
"322","potato hash with peppers and onions","The Food Lab",140,"breakfast","western","Vegetarian","<span style='color: #458B00;'>russet potato</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #CD2626;'>bell pepper</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>hot sauce</span>, <span style='color: #458B00;'>egg</span>",5,1
"323","super flaky buttermilk biscuits","The Food Lab",163,"breakfast","western","Vegetarian","<span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>sour cream</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>baking powder</span>, <span style='color: #458B00;'>baking soda</span>, <span style='color: #458B00;'>butter</span>",1,0
"324","cheddar cheese and scallion biscuits","The Food Lab",163,"breakfast","western","Vegetarian","<span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>sour cream</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>baking powder</span>, <span style='color: #458B00;'>baking soda</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>cheddar</span>, <span style='color: #458B00;'>scallions</span>",1,0
"325","bacon parmesan biscuits","The Food Lab",164,"breakfast","western","Non-vegetarian","<span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>sour cream</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>baking powder</span>, <span style='color: #458B00;'>baking soda</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>bacon</span>, <span style='color: #458B00;'>parmesan</span>",1,0
"326","creamy sausage gravy","The Food Lab",164,"breakfast","western","Non-vegetarian","<span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>breakfast sausage</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>whole milk</span>",5,1
"327","easy cream biscuits","The Food Lab",165,"breakfast","western","Vegetarian","<span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>baking powder</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>heavy cream</span>",5,1
"328","the world's most awesome sticky buns","The Food Lab",170,"breakfast","western","Vegetarian","<span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>brown sugar</span>, <span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>instant yeast</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>pecans</span>, <span style='color: #458B00;'>cinnamon</span>, <span style='color: #CD2626;'>cream cheese</span>, <span style='color: #458B00;'>powdered sugar</span>, <span style='color: #458B00;'>orange</span>",5,1
"329","beef and barley stew","The Food Lab",193,"stew","western","Non-vegetarian","<span style='color: #458B00;'>short ribs</span>, <span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>marmite</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>tomato paste</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>canned whole tomatoes</span> or <span style='color: #458B00;'>barley</span>, <span style='color: #458B00;'>bay leaf</span>, <span style='color: #458B00;'>kale</span>",5,1
"330","tuscan bean and parmesan soup","The Food Lab",199,"soup","western","Non-vegetarian","<span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>canned cannellini beans</span>, <span style='color: #CD2626;'>rosemary</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>bay leaf</span>, <span style='color: #458B00;'>kale</span>",5,2
"331","30 minute black bean soup","The Food Lab",200,"soup","western","Non-vegetarian","<span style='color: #458B00;'>vegetable oil</span>, <span style='color: #CD2626;'>bell pepper</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>jalapeno</span> or <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>chipotle</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>canned black beans</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #1C86EE;'>pickled onion</span> or <span style='color: #CD2626;'>avocado</span> or <span style='color: #458B00;'>sour cream</span>",5,4
"332","the best corn chowder","The Food Lab",212,"soup","western","Vegetarian","<span style='color: #CD2626;'>corn on the cob</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>chili powder</span>",5,1
"333","creamy broccoli parmesan soup","The Food Lab",214,"soup","western","Non-vegetarian","<span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>anchovies</span> or <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>milk</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>baking soda</span>, <span style='color: #CD2626;'>broccoli</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: orange;'>crusty bread</span> or <span style='color: #458B00;'>lemon</span>",5,3
"334","creamy mushroom soup","The Food Lab",217,"soup","western","Non-vegetarian","<span style='color: #CD2626;'>mushrooms</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>leek</span>, <span style='color: #458B00;'>onion</span>, <span style='color: orange;'>thyme</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>milk</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>bay leaf</span>",5,3
"335","chicken and dumplings","The Food Lab",237,"soup","western","Non-vegetarian","<span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>baking powder</span>, <span style='color: #458B00;'>baking soda</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>parsley</span>",5,2
"336","all american pot roast","The Food Lab",243,"stew","western","Non-vegetarian","<span style='color: #CD2626;'>chuck roast</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>anchovies</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>marmite</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>tomato paste</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>red wine</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>gelatin</span>, <span style='color: #458B00;'>bay leaf</span>, <span style='color: orange;'>thyme</span>, <span style='color: #458B00;'>russet potato</span>",5,3
"337","skillet braised chicken with bacon and mushrooms","The Food Lab",252,"main","western","Non-vegetarian","<span style='color: #CD2626;'>chicken leg quarters</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>bacon</span>, <span style='color: #CD2626;'>mushrooms</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: orange;'>thyme</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #CD2626;'>white wine</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #CD2626;'>heavy cream</span>, <span style='color: #CD2626;'>parsley</span>",5,6
"338","chile paste","The Food Lab",259,"prep","western","Non-vegetarian","<span style='color: #458B00;'>ancho chile</span> or <span style='color: #CD2626;'>pasilla chile</span> or <span style='color: #CD2626;'>mulato chile</span>, <span style='color: #CD2626;'>new mexico chile</span> or <span style='color: #CD2626;'>california chile</span>, <span style='color: #CD2626;'>cascabel chile</span> or <span style='color: #CD2626;'>arbol chile</span> or <span style='color: #CD2626;'>pequin chile</span>, <span style='color: #458B00;'>chicken stock</span>",5,2
"339","the best short rib chili","The Food Lab",260,"stew","western","Non-vegetarian","<span style='color: #458B00;'>short ribs</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #CD2626;'>jalapeno</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>dried oregano</span>, <span style='color: #CD2626;'>chile paste</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>anchovies</span>, <span style='color: #458B00;'>marmite</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>tomato paste</span>, <span style='color: #458B00;'>cumin seed</span>, <span style='color: #458B00;'>coriander</span>, <span style='color: #458B00;'>cocoa powder</span>, <span style='color: #458B00;'>cornmeal</span>, <span style='color: #458B00;'>bay leaf</span>, <span style='color: #CD2626;'>kidney beans</span>, <span style='color: #CDAD00;'>crushed tomatoes</span>, <span style='color: #458B00;'>apple cider vinegar</span>, <span style='color: #458B00;'>whiskey</span> or <span style='color: #458B00;'>vodka</span> or <span style='color: #458B00;'>hot sauce</span>, <span style='color: #458B00;'>dark brown sugar</span>",5,4
"340","chili verde with pork","The Food Lab",274,"stew","western","Non-vegetarian","<span style='color: #CD2626;'>pork shoulder</span>, <span style='color: #CD2626;'>poblano pepper</span>, <span style='color: #CD2626;'>cubanelle pepper</span> or <span style='color: #CD2626;'>new mexico chile</span>, <span style='color: #CD2626;'>tomatillo</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>jalapeno</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>chicken stock</span>",5,5
"341","steak house style grilled marinated flank steak","The Food Lab",343,"main","western","Non-vegetarian","<span style='color: #458B00;'>worcestershire sauce</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>brown sugar</span>, <span style='color: #458B00;'>anchovies</span>, <span style='color: #458B00;'>marmite</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>dijon mustard</span>, <span style='color: #458B00;'>tomato paste</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #CD2626;'>chives</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>flank steak</span>",5,1
"342","spicy thai style flank steak salad","The Food Lab",344,"main","western","Non-vegetarian","<span style='color: #458B00;'>brown sugar</span>, <span style='color: #458B00;'>fish sauce</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>flank steak</span>, <span style='color: #CD2626;'>mint</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #CD2626;'>thai basil</span> or <span style='color: #458B00;'>basil</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>cucumber</span>, <span style='color: #CD2626;'>bean sprouts</span>",5,3
"343","santa maria style grilled tri tip","The Food Lab",347,"main","western","Non-vegetarian","<span style='color: #CD2626;'>tri tip</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>tomato</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #CD2626;'>california chile</span> or <span style='color: #CD2626;'>poblano pepper</span> or <span style='color: #CD2626;'>new mexico chile</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #458B00;'>red wine vinegar</span>, <span style='color: #458B00;'>worcestershire sauce</span>",5,4
"344","stir fried lo mein with cabbage and mushrooms","Anylist",NA,"meal","asian","Vegan","<span style='color: #458B00;'>lo mein noodles</span>, <span style='color: #458B00;'>canola oil</span> or <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #CD2626;'>cabbage</span>, <span style='color: #CD2626;'>shiitake mushrooms</span> or <span style='color: #CD2626;'>mushrooms</span>, <span style='color: #CD2626;'>chives</span> or <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>white pepper</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>xiaoxing wine</span>",5,3
"345","sheetpan meatballs with chickpeas, turmeric and lemon","Anylist",NA,"meal","mediterranean","Non-vegetarian","<span style='color: #458B00;'>kale</span> or <span style='color: #458B00;'>canned chickpeas</span>, <span style='color: #458B00;'>fennel seed</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>turmeric</span>, <span style='color: orange;'>red onion</span>, <span style='color: #CD2626;'>ground turkey</span>, <span style='color: #458B00;'>panko</span>, <span style='color: #458B00;'>yogurt</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>coriander</span>, <span style='color: #458B00;'>cilantro</span> or <span style='color: #CD2626;'>parsley</span> or <span style='color: #CD2626;'>mint</span>, <span style='color: #458B00;'>lemon</span>",5,2
"346","easy herb packed falafel","Anylist",NA,"main","mediterranean","Vegan","<span style='color: #458B00;'>chickpeas</span>, <span style='color: #458B00;'>cilantro</span> or <span style='color: #CD2626;'>parsley</span> or <span style='color: #CD2626;'>mint</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>coriander</span>, <span style='color: #458B00;'>vegetable oil</span> or <span style='color: #458B00;'>canola oil</span>",1,0
"347","pasta with bacon, cheese, lemon and pine nuts","Anylist",NA,"meal","western","Non-vegetarian","<span style='color: #458B00;'>bacon</span>, <span style='color: #458B00;'>pasta</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #CD2626;'>parsley</span> or <span style='color: #458B00;'>scallions</span> or <span style='color: #CD2626;'>mint</span>, <span style='color: #458B00;'>lemon</span> or <span style='color: #458B00;'>preserved lemon</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>pine nuts</span>",1,0
